id;text;label;predict_proba;predict_label;lime_weights
488;I've already filed a report to mandiricare.co.id via email address;neutral;[0.36178886533922416, 0.6213048303043698, 0.016906304356405808];neutral;{'negative': [('already', 0.28613294061525807), ('address', -0.17338939967590977), ('via', -0.1553265145121904), ('ve', 0.07642401819787827), ('email', -0.037070298529771506), ('to', 0.019783557723084936)], 'neutral': [('already', -0.27291514487203694), ('address', 0.18047153836343974), ('via', 0.1688462982988075), ('ve', -0.06810028563697963), ('email', 0.03790646832628237), ('to', -0.03347565628116092)], 'positive': [('to', 0.0136920985580759), ('via', -0.013519783786617263), ('already', -0.013217795743221232), ('ve', -0.008323732560898568), ('address', -0.0070821386875298655), ('email', -0.0008361697965107518)]}
696;I've got the access code and PIN.;neutral;[0.5873864792036746, 0.10084707815078581, 0.3117664426455396];negative;{'negative': [('got', 0.34202003748222715), ('access', -0.1431638430638535), ('ve', 0.12917931273914823), ('the', -0.08120484141069201), ('and', -0.015116200161202362), ('I', 0.006790508733971757)], 'neutral': [('and', -0.1917653524947059), ('got', -0.08462124323002825), ('the', -0.08008174938216145), ('access', 0.07474817184692836), ('ve', 0.03090789950653678), ('PIN', -0.002910919267112863)], 'positive': [('got', -0.25739348189546923), ('and', 0.20691826965518104), ('the', 0.16141758290608785), ('ve', -0.16006554323558672), ('access', 0.0684446849249132), ('I', -0.005264006923005861)]}
179;Swear for goodness' sake, Indihome is really terrible now, what's the use of paying so much, really going crazy with my emotions, damn, for real.;negative;[0.8236774608658631, 0.06735210388511585, 0.10897043524902124];negative;{'negative': [('for', -0.12507454890759417), ('so', 0.12309112570540579), ('now', 0.11729526787615036), ('really', 0.11207974738318743), ('Indihome', 0.08155508003732674), ('what', 0.08052900405490622)], 'neutral': [('really', -0.19612518253094863), ('so', -0.10480607246260659), ('what', -0.07583229961344144), ('sake', 0.05941337049414405), ('real', 0.055396056467028255), ('is', -0.0547578832687039)], 'positive': [('now', -0.09613833191680297), ('really', 0.06880306678871587), ('for', 0.05994108197060343), ('with', 0.05534549387061243), ('Indihome', -0.04959626538122126), ('use', -0.037970384368552594)]}
624;Our family made time to try eating in this restaurant which looked like a nest with all the vining brances closing all their windows. It was exotic, unique, very cool, and the food was also excellent.;positive;[0.07789384131292042, 0.003218760943366408, 0.918887397743713];positive;{'negative': [('was', 0.1556816141553322), ('cool', -0.12142763658706703), ('family', -0.11100977443665937), ('also', -0.10255430037962533), ('the', -0.0898413877651023), ('unique', -0.07905261531520359)], 'neutral': [('was', -0.03424231148312316), ('the', -0.027083879359426497), ('and', -0.027015572338066084), ('food', -0.02661907756550589), ('this', -0.022228215129736714), ('very', -0.019807603611475613)], 'positive': [('cool', 0.13573506334278404), ('the', 0.12255391943843309), ('family', 0.12181717496010235), ('also', 0.1156219090422472), ('was', -0.11441774973931187), ('unique', 0.09581944251681083)]}
588;I'm jealous but can't do anything about it.;negative;[0.7449170367660759, 0.23708321710501928, 0.017999746128904925];negative;{'negative': [('do', 0.3620785745603768), ('can', -0.13835542908275986), ('about', 0.1123653687468903), ('jealous', -0.08516480400198202), ('but', 0.05957048674757611), ('it', 0.057974667436767026)], 'neutral': [('do', -0.35365718573965876), ('jealous', 0.11677917582611796), ('can', 0.09827316242526386), ('about', -0.09265801621335892), ('it', -0.0697969530319113), ('anything', 0.05072122905352543)], 'positive': [('can', 0.037504072495141635), ('jealous', -0.036572471731183435), ('about', -0.024452282596476593), ('but', -0.01790325136665822), ('anything', -0.017297697254819062), ('do', -0.011738239492390124)]}
658;It's not too pricy, the flavour's also delicious, lots of other classic Banjarese dishes.;positive;[0.5598945885541883, 0.15078283132010617, 0.28932258012570533];negative;{'negative': [('too', 0.2957337224925283), ('not', 0.22105776296775978), ('also', -0.15420652676393912), ('lots', -0.13505991052204877), ('delicious', -0.09856755650786853), ('other', 0.0638022536675262)], 'neutral': [('too', -0.1830771019518762), ('lots', 0.11855696971983706), ('delicious', -0.11602044809605813), ('other', -0.09148879073315513), ('the', -0.08180066977823765), ('classic', 0.07355939594971254)], 'positive': [('delicious', 0.21107344607157275), ('not', -0.17894526640162625), ('also', 0.1537879542585847), ('too', -0.11597308991630918), ('the', 0.09685383944337915), ('classic', -0.06230294344027082)]}
465;The box is well-sealed even though it's a little bit dented;negative;[0.7752264398749042, 0.08129366405684117, 0.1434798960682548];negative;{'negative': [('even', 0.2447642078289869), ('is', 0.06929014240921054), ('little', 0.06922775641417352), ('it', 0.05352947071213677), ('though', -0.03062508587738511), ('bit', -0.021589143435062175)], 'neutral': [('even', -0.16199405842853515), ('is', -0.13346335822540514), ('The', -0.07187347994655319), ('it', -0.0593769830853975), ('well', 0.0581767741767633), ('though', 0.026205497581258706)], 'positive': [('even', -0.08546682998855641), ('The', 0.0835996152920176), ('is', 0.06211479225642719), ('little', -0.05546374401303322), ('well', -0.03954716909880517), ('bit', 0.008328584681354228)]}
804;Gocar Drivers come from outside Jakarta to pick up customers so they can get points.;neutral;[0.11265086136896599, 0.8571262423568813, 0.030222896274152908];neutral;{'negative': [('so', 0.11777422705930722), ('get', -0.08933790212303143), ('Jakarta', -0.08611340604545882), ('Drivers', -0.06829941328181452), ('Gocar', -0.06751021476969224), ('pick', 0.06401863321021296)], 'neutral': [('so', -0.13478534914242124), ('get', 0.11128799611399577), ('Jakarta', 0.09142269638905888), ('Drivers', 0.08472306702174635), ('Gocar', 0.08402612461146987), ('pick', -0.06794274731565453)], 'positive': [('get', -0.025059910502282418), ('Gocar', -0.019057955098517654), ('Drivers', -0.018961454895826343), ('can', 0.018705084610890484), ('so', 0.01388415132867583), ('to', 0.010148136460120102)]}
278;Here you can pick your own strawberries and pay for it on the spot. When the fruits are big, they're a pretty good deal. The strawberries taste really sweet, too, and there also other food served here.;positive;[0.0536463101419716, 0.0037826226153471897, 0.9425710672426811];positive;{'negative': [('here', -0.08457194354648293), ('Here', -0.08073186670819926), ('and', -0.07351850155764528), ('also', -0.0706693604915255), ('too', 0.0682461911776334), ('spot', -0.06682850834583741)], 'neutral': [('and', -0.045755526435611295), ('really', -0.02866309523765803), ('good', -0.026048725623677067), ('food', -0.025594498462542154), ('the', -0.024284514702947523), ('pretty', -0.02411590898407778)], 'positive': [('and', 0.1281697886962333), ('here', 0.11402804457008267), ('Here', 0.10512274505354059), ('the', 0.09328569871170066), ('pretty', 0.09163593813673052), ('strawberries', -0.08562437706307313)]}
859;The item just came in recently, it was alright;positive;[0.35398451702705286, 0.5770128404445426, 0.06900264252840474];neutral;{'negative': [('was', 0.2859473159423838), ('recently', -0.24605538916169856), ('alright', -0.15699389248000167), ('in', -0.10097290704936933), ('item', 0.08475740786845318), ('it', 0.05947855269554703)], 'neutral': [('was', -0.28373683090737495), ('recently', 0.26542599166333725), ('alright', 0.16871343179970774), ('in', 0.1077070651742296), ('The', -0.0822204595767487), ('it', -0.07704485860943934)], 'positive': [('The', 0.0391840931405314), ('item', -0.02562627726552767), ('recently', -0.02193929549531692), ('it', 0.015921977660927424), ('alright', -0.012958862410814872), ('came', 0.008245085263685973)]}
705;I'm so sick of seeing trash in Palangkaraya's city road;negative;[0.6468446644421407, 0.29335711822075416, 0.05979821733710496];negative;{'negative': [('so', 0.2964195844130109), ('sick', 0.27938736075451903), ('city', -0.21882646655514573), ('in', -0.10543778812116675), ('seeing', -0.06995209987315237), ('road', 0.056040491940734044)], 'neutral': [('so', -0.3010788700503503), ('sick', -0.23900216426178014), ('city', 0.201959263408224), ('in', 0.1069035572575866), ('road', -0.0628237989434368), ('seeing', 0.046806777269528824)], 'positive': [('sick', -0.041119487277492324), ('seeing', 0.022356008362682988), ('city', 0.01612736735419061), ('of', 0.008624578563180184), ('road', 0.005929821444376856), ('so', 0.004076784661100946)]}
657;Restaurant's located in Kemang. Expensive and horrible. Just don't bother coming there;negative;[0.48135037041381656, 0.3736395883454008, 0.14501004124078257];negative;{'negative': [('horrible', 0.22762530019184019), ('and', 0.13603794952719453), ('in', -0.10490316293875168), ('there', -0.10422314529599748), ('Expensive', 0.09714932815982232), ('located', -0.06406079268032847)], 'neutral': [('and', -0.24367789985232166), ('horrible', -0.1447746729569446), ('there', 0.11260701112922926), ('in', 0.10565871717716736), ('Restaurant', -0.0541746493255459), ('bother', 0.04444821185147214)], 'positive': [('and', 0.10227773352907779), ('horrible', -0.08687639303595046), ('Restaurant', 0.08663102279579213), ('Expensive', -0.05334655450745984), ('bother', -0.04601183229534169), ('located', 0.027193420415389413)]}
870;Tastes delicious when coupled with the sambal. The meat's tender. The price fits what's on the plate. The location is easy to spot. Top notch;positive;[0.002277838508585526, 0.005353345229689542, 0.992368816261725];positive;{'negative': [('delicious', -0.022518864599561112), ('notch', -0.020791338780043134), ('The', -0.020587487741382294), ('spot', -0.018606837668721742), ('with', -0.017778666548858964), ('Top', -0.017359190149667397)], 'neutral': [('The', -0.05623208664953574), ('the', -0.038607762075544436), ('delicious', -0.0364920951782881), ('Top', -0.033927922885888424), ('spot', -0.030224435994646123), ('is', -0.028990726796093932)], 'positive': [('The', 0.07769563483388742), ('delicious', 0.05946238541562617), ('the', 0.052045563299562045), ('Top', 0.05191800957202716), ('spot', 0.04899931981538825), ('notch', 0.0475911253474782)]}
518;Bubur Ahong is great for dinner. There's lots of menus aside from porridges, too. This restaurant's always crowded and pretty big. The porridges are delicious.;positive;[0.06397356672125261, 0.022411768227451757, 0.9136146650512955];positive;{'negative': [('great', -0.13703373384308923), ('delicious', -0.1072482590701932), ('too', 0.07633718421018737), ('pretty', -0.06858548670649786), ('porridges', 0.06652598085245319), ('restaurant', -0.05099798466023041)], 'neutral': [('porridges', 0.07365382315207723), ('great', -0.06720529016390847), ('and', -0.06631694794670553), ('pretty', -0.06621505060899363), ('This', -0.05819311348153874), ('delicious', -0.05462787918183765)], 'positive': [('great', 0.19524357651195845), ('delicious', 0.15388067575302655), ('porridges', -0.149686375539033), ('pretty', 0.12471530918285871), ('and', 0.10302639889446269), ('restaurant', 0.08409306872960033)]}
468;I came here with my significant other. The place was pretty wide and there was both indoor and outdoor areas. I sat indoors with an outside view through a window. As for the food, I was pretty satisfied. The price was well worth what was offered.;positive;[0.1268676870516347, 0.009568005631066877, 0.8635643073172984];positive;{'negative': [('was', 0.3340802740694742), ('pretty', -0.12009107212914409), ('with', -0.11566235958650208), ('satisfied', -0.11479872178303242), ('place', -0.10615884519290239), ('here', -0.10191180547831719)], 'neutral': [('was', -0.07109420207416914), ('and', -0.05628573034835647), ('pretty', -0.04546861033159925), ('The', -0.031350249996152754), ('food', -0.030120653237992335), ('place', -0.030008241869786536)], 'positive': [('was', -0.257966806665309), ('pretty', 0.17003788607990997), ('with', 0.14267163307970268), ('satisfied', 0.1388964117286592), ('place', 0.13780535334075153), ('and', 0.13428999280536447)]}
480;Whether or not to vote for the governor is everyone's choice;neutral;[0.46617708282000186, 0.3199540610662458, 0.21386885611375217];negative;{'negative': [('not', 0.19104799445707824), ('choice', -0.11471536255555694), ('is', 0.10194190903209226), ('for', -0.08463532254948603), ('governor', -0.07018709480552472), ('everyone', 0.050106429965492555)], 'neutral': [('is', -0.1634890962903829), ('governor', 0.1115279448574288), ('choice', 0.10328088038888734), ('the', -0.09896194925117655), ('everyone', -0.06641291423954232), ('not', -0.05623766455236066)], 'positive': [('not', -0.13151736860107557), ('the', 0.07165753831013212), ('for', 0.06471752039612684), ('is', 0.06291943480364047), ('vote', -0.044371407228801486), ('to', 0.03959568704606297)]}
983;The taste has changed a lot, to the point that it's not the same anymore. Seems tasteless now. The flavour needs major improvements. There are also not that many drinks on the menu, only soft drinks.;negative;[0.7267955779948353, 0.08971034991369793, 0.1834940720914672];negative;{'negative': [('not', 0.23150997879699223), ('now', 0.10652261030401242), ('also', -0.07760577256300902), ('only', 0.06761085267198136), ('changed', 0.04860219002934548), ('menu', -0.04858958750501322)], 'neutral': [('the', -0.09175683254647926), ('The', -0.06474035073162651), ('not', -0.05859660316018888), ('are', -0.05259473633546912), ('needs', 0.04591028561779817), ('taste', -0.04154791504294353)], 'positive': [('not', -0.17040140183719008), ('the', 0.11429048748821763), ('now', -0.09034407604214821), ('also', 0.08197063975366597), ('menu', 0.07721160275620563), ('tasteless', -0.06466205929399693)]}
